"survey_type","province","gender","birth","nationality","religion","religion_freq","edu","edu_status","income","political","floor_area","property_0","property_1","property_2","property_3","property_4","property_5","property_6","property_7","property_8","height_cm","weight_jin","health","health_problem","depression","hukou","hukou_loc","media_1","media_2","media_3","media_4","media_5","media_6","leisure_1","leisure_2","leisure_3","leisure_4","leisure_5","leisure_6","leisure_7","leisure_8","leisure_9","leisure_10","leisure_11","leisure_12","socialize","relax","learn","social_neighbor","social_friend","socia_outing","equity","class","class_10_before","class_10_after","class_14","work_exper","insur_1","insur_2","insur_3","insur_4","family_income","family_m","family_status","house","car","son","daughter","minor_child","marital","marital_1st","s_birth","marital_now","s_edu","s_political","s_hukou","s_income","s_work_exper","f_birth","f_edu","f_political","f_work_14","m_birth","m_edu","m_political","m_work_14","status_peer","status_3_before","view","inc_ability","inc_exp","trust_1","trust_2","trust_3","trust_4","trust_5","trust_6","trust_7","trust_8","trust_9","trust_10","trust_11","trust_12","trust_13","neighbor_familiarity","public_service_1","public_service_2","public_service_3","public_service_4","public_service_5","public_service_6","public_service_7","public_service_8","public_service_9","invest"
1,16,1,1985,1,1,1,6,4,50000,1,90,0,0,0,0,0,1,0,0,0,173,120,4,5,5,5,3,1,1,1,3,5,3,2,3,2,4,5,2,4,4,4,4,4,1,1,3,2,4.98371429457612,4.77488658824234,1,3,6,5,9,5,1,1,1,2,2,96000,4,3,1,1,0,1,1,3,2014,1983,2014,12,4,5,20000,1,1957,6,4,5,1958,6,1,15,2,1,3,2,50000,4,4,4,4,4,4,2,4,4,3,3,3,1,4,70,60,60,60,70,60,60,60,70,1
1,23,2,1980,1,1,2,9,4,40000,1,100,0,0,0,0,0,1,0,0,0,155,90,4,4,4,2,2,4,3,2,4,5,3,3,4,3,2,4,4,3,1,3,4,3,1,4,4,4,6,2,5,4,5,3,7,3,1,1,1,1,1,1e+05,3,3,1,2,0,1,1,3,2003,1973,2003,6,1,2,30000,1,1952,4,1,2,1954,3,1,2,2,1,4,2,1e+05,5,3,4,4,5,5,3,4,3,3,3.07694228917881,4,2,3,50,50,30,50,20,40,20,40,30,1
2,6,2,1966,1,1,1,3,2,500,4,200,0,1,0,0,0,0,0,0,0,157,130,2,2,3,1,1,1,1,1,5,1,1,1,5,2,5,5,3,4,3,5,5,5,5,2,2,1,2,2,2,4,5,3,5,1,2,1,2,2,2,36000,4,2,1,2,1,0,0,3,1985,1965,1985,4,1,1,12000,1,1929,2,1,2,1942,3,1,2,2,2,5,2.16701730041519,166609.946808086,4,3,3,3,4,3.65336300817648,2,3.6799163285528,3,3.0298823251508,2.87421238553869,3.19691986961198,1,5,100,80,90,90,90,90,80,90,80,1
1,1,2,1969,1,0.937564505633379,1,12,4,1e+05,1,119,0,1,0,0,0,0,0,0,0,167,115,4,4,5,2,2,4,3,5,5,5,1,1,4,3,3,3,3,4,4,4,4,4,4,3,4,5,5,5,5,2,6,7,7,6,1,1,2,2,2,1e+05,3,4,1,2,1,0,1,3,1992,1957,1992,6,1,2,50000,5,1935,4,1,6.49082092539443,1938,4,1,11,2,3,4,3,180000,3,4,3,3,3,3,3,3,3,3,3,3,3,2,70,70,50,60,60,60,55,65,50,1
1,15,2,1977,1,1,1,4,3,25000,1,200,0,0,0,0,0,1,0,0,0,165,130,5,4,4,1,1,2,2,2,3,3,1,1,4,3,4,4,4,4,4,4,5,3,2,2,2,2,1,3,4,2,5,5,6.06954382778919,3,1,1,1,2,2,75000,5,3,1,2,1,0,1,3,2002,1975,2002,4,1,1,40000,1,1949.70517454934,1,1,2,1951.95668658282,1,1,2,2,2,3,3,50000,5,4,4,4,5,4,4,3,3,3,2.94932180836135,3.11373855333748,2,5,80,70,70,60,50,60,50,70,60,1
2,10,1,1985,1,1,1,4,4,30000,1,200,0,0,0,0,0,0,0,1,0,178,121,4,5,5,1,1,2,2,2,3,4,2,2,5,3,4,4,4,4,2,4,5,5,1,2,3,2,5,4,2,2,4,6,8,6,1,1,1,2,2,30000,2,2,0,2,0,0,0.971565462905073,3,2010,1988,2010,4,1,1,0,5,1948,1,1,2,1951,1,1,2,3,1,4,2,1e+05,2,2,2,2,4,4,3,4,3,3,2.94932180836135,3,2,4,80,80,30,30,30,60,60,50,60,1
1,11,1,1978,1,1,1,7,4,39266.0734499604,4,40,0,0,0,0,1,0,0,0,0,170,130,4,5,5,5,2,4,2,2,3,5,5,1,3,4,3,4,2,3,4,2,4,5,1,2,4,5,5,3,3,2,5,5,6.16517746217849,5,1,1,1,2,2,1e+05,5,2,1,1,0,0,0.966888848411579,3,2005,1978,2005,6,1,5,56445.8243572935,1,1949,7,1,1,1951,4,1,1,2,2,3,2,30000,4,4,4,4,5,4,3,4,4,4,2,2,1,3,50,50,50,50,50,30,43.8431605796806,54.6969294088927,55.6876414769317,1
2,9,2,1947,1,0,3,1,2.95555037079394,21033.7429742117,1,90,0,0,0,1,0,0,0,0,0,155,120,1,1,3,1,1,1,1,3,5,1,1,1,5,4,5,5,4,5,5,5,5,5,5,3,3.31532851028582,1,1,1,2.30850568182895,4,5,1,5,1,3,1,2,2,2,47255.5038115041,1,3,4,2,2,1,0,7,1967,1947.03093029569,1962.28394771818,3.45200094574627,1.07331654605492,1.34829670631361,24301.1056911305,3.14421134514393,1920.72201268632,1.99195730897867,1.57100845369572,3.40808650354099,1923.58845118488,1.29269332179388,1.01019052071584,2.56737330439059,3,1,4,2.65933291750118,166609.946808086,4,3,3,3,4,3.55124259338001,1,3.6799163285528,3,3.01116769041033,2.60888511262257,3.11373855333748,1,1,67.4920694874289,70,80,63.1109084209499,50,50,50,59.2092348140857,59.0455834584537,1
1,24,2,1965,1,0,9,4,2,0,1,80,0,1,0,0,0,0,0,0,0,162,140,5,5,1,5,1,2,2,1,4,4,4,2,5,2,5,2,3,2,5,5,5,3,2,4,4,2,6,3,2,3,5,5,6,3,1,1,2,2,2,30000,1,3,1,2,1,0,0,3,1988,1965,1988,5,1,5,30000,1,1932.30731308838,4,1,9,1936,1,1,15,2,2,3,2,1e+05,4,3,3.24825152823281,2.94519017910761,4,4,3,3,3,3.88217141205711,4,3.81924742766478,3,3,90,80,80,80,90,80,70,87.3505951721848,90,1
1,18,1,1972,1,1,1,11,4,40000,4,200,0,0,0,0,0,0,0,0,0,173,150,4,4,4,2,2,4,2,2,4,4,2,1,5,3,1,5,4,4,5,2,5,5,1,3,3,3,5,3,2,2,5,3,5,2,1,1,1,2,2,50000,4,2,1,2,1,1,2,3,1998,1972,1998,6,1,2,15000,1,1947,3,1,2,1949,3,1,2,2,1,4,3,80000,5,2,2,2,5,4,3,4,3,3,3,3,2,4,60,60,60,60,60,60,65,50,50,1
1,12,2,1954,1,0,4,3,4,0,1,108,0,0,1,0,0,0,0,0,0,160,140,3,3,3,1,1,1,1,1,5,1,1,1,5,5,5,5,4,4,5,5,5,5,5,3,4,1,1,1,6,2,3,2,3.43855984018005,1,4,1,2,2,2,42205.7961209796,5,3,2,2,2,3,0,3,1980,1950,1980,6,1,1,20180.9827070094,1,1930,2,1,2,1931,1,1,2,2,1,3.49974286279316,2.38195801172078,166609.946808086,5,5,4,4,5,4.25679795415214,3,4.24307472128117,3.80143062015018,4.16572920827846,5,4.37755110567189,1.93763447998035,4,70,70,51.812717133815,40,50,50,40,53.9933356335185,55.9137557752547,1
2,16,1,1933,1,1,1,1,3.24229552659893,12000,1,90,0,1,0,0,0,0,0,0,0,165,126,4,4,4,1,1,1,1,1,4,1,1,1,5,5,5,5,2,2,5,2,5,5,5,4,4,2,1,1,1,4,4,5,4,4,4,1,2,2,2,12000,2,3,1,2,6,0,0,3,1957,1934,1957,1,1,1,0,4,1885,1,1,2,1911.67482564623,1,1,2,3,2,4,2,20000,5,5,5,4,5,4.62689084699571,4,5,4,4.03255224769032,3.77677433531056,3.76569588661324,4,5,70,80,90,85,90,80,81.5901600109417,90,80,1
1,23,2,1981,1,1,1,6,1,10000,1,62,0,1,1,0,0,0,0,0,0,168,130,5,4,4,1,2,1,1,1,5,2,3,1,5,3,4,2,4,3,1,2,4,4,4,2,2,2,3,4,1,1,8,6,9,5,1,1,2,2,2,10000,4,2,1,2,2,0,2,3,2001,1976,2001,6,1,1,0,1,1952,3,1,9,1954,3,1,2,2,1,2,3,30000,2,2,2,2,2,2,2,1,1,2,3,2,1,4,90,90,80,80,85,80,70,80,80,1
2,2,1,1954,8,1,1,7,4,6000,1,105,0,1,0,0,0,0,0,0,0,168,141,4,4,4,1,1,4,4,4,4,1,2,2,5,3,1,5,2,2,5,1,5,2,5,4,4,4,2,2,2,3,4,4,4,3,2,1,1,2,2,20000,2,3,1,2,1,2,0,3,1974,1955,1974,3,1,1,0,4,1918,1,1,2,1923,1,1,2,3,1,4,2,202000.386392128,4,3,3,3,4,4,2,4,3.25591897335695,3.06560061465917,2.95483898400416,3.13702968847437,2,4,80,85,73.0478312810127,72.1234333866478,70,80,70,69.3444757510365,71.6631168390735,1
1,31,2,1954,1,1,1,3,2,15000,1,97,0,1,0,0,0,0,0,0,0,160,148,4,5,5,4,1,1,1,2,3,1,1,1,5,5,5,5,4,4,5,5,5,5,5,2,4,2,2,3,2,3,3,4,5,2,5,1,1,2,2,20000,2,3,1,2,1,1,0,3,1979,1953,1979,3,1,4,10000,1,1928.66523890609,1,1,16,1931.32061995385,1,1,15,2,2,3,2,40000,3,2,4,3,3,3,2,3,3,4,3,3,2,3,60,70,50,60,50,60,50,70,60,1
1,26,1,1940,1,1,1,3,4,5000,1,80,0,1,0,0,0,0,0,0,0,176,110,3,3,4,4,1,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,5,4,3,1,3,6,1,2,5,4,6,1,4,1,1,1.97659734790622,1.99200177551029,10000,3,3,1,2,1,0,0,3,1961.98887216227,1935,1962.28394771818,1,1,1,5000,4,1916.12637101674,1,1,2,1921.51782185437,1,1,2,2,1,4,2,2985183.91255251,4,4,4,3,4,3,3,3,2,3,3,3,2,4,75.5626118740085,75.8036723851936,74.6734472229717,75.0478609690664,70.3370044489315,74.4850356668554,74.4269973645916,75.5445097839849,75.6194010307843,1
1,29,1,1975,1,1,1,12,4,50000,4,180,0,1,0,0,0,0,0,0,0,170,140,2,3,3,4,1,2,2,1,3,1,2,1,5,2,1,4,2,2,5,4,3,5,5,2,2,2,5,3,4,4,5,4,7,3,1,1,1,2,2,80000,3,3,1,2,1,0,1,3,2002,1979,2002,9,1,2,30000,1,1950,6,4,1,1950,6,1,12,2,1,4,2,20000,4,3,4,2,5,5,3,5,4,3,1,4,1,3,80,85,90,80,80,90,70,90,90,1
1,1,2,1931,1,0,6.12496221614643,1,3.34920911598491,38400,1,49,0,1,0,0,0,0,0,0,0,158,93,4,4,4,2,1,1,1,1,4,1,1,1,5,4,5,5,4,5,5,1,5,5,5,1,3,1,4.65898268523939,5.38369486989261,1,4,6,6,6,6,5,1,1,2,2,76800,2,2.92212157740243,1,2,2,2,0,7,1950,1941.19829906567,1962.28394771818,4.46684042329864,1.59763072753445,1.97985108785736,24301.1056911305,4.50667056794542,1913.5135302944,2.08165477206587,1.56238579669511,16,1920.54868406226,1.29269332179388,1.83948131256395,1,2,2,3,2,3000,4.10384937007386,3.79151647788735,4.04640461827541,3.84768937260089,4.24470647256521,3.85097016944942,3.39278259502309,3.85802001063344,3.18909884264288,3.25682247409934,3.66926291785641,3.67519302614926,2.53604561639336,3,60,60,60,60,60,60,60,50,50,1
1,16,2,1956,1,1,1,3,4,0,1,90,0,0,1,0,0,0,0,0,0,156,120,2,3,3,2,1,1,1,1,4,1,1,1,5,4,5,5,2,2,5,2,5,4,5,4,4,1,1,1,1,3,4,4,4,4,4,1,2,2,2,30000,6,3,1,2,1,0,0,3,1975,1955,1975,3,1,2,30000,1,1930.92498289385,1,1,2,1932.81666692409,1,1,2,2,2,4,2.18209841910904,166609.946808086,4,4,4,4,5,4.14182121603354,2,4,2,4,2.77505493979883,3.45078093502026,1,5,100,100,100,100,100,100,100,100,100,1
2,31,1,1973,1,1,1,4,4,10000,4,72.5,0,1,0,0,0,0,0,0,0,169,156,5,5,2,1,1,1,3,1,4,4,3,1,5,3,2,5,4,4,2,5,4,5,2,3,4,2,2,5,1,3,5,5,3,2,3,1,2,2,2,30000,3,3,1,2,0,1,1,3,1992,1974,1992,3,1,1,10000,3,1952,3,1,2,1953,1,1,2,2,1,5,2,30000,4,4,5,5,4,4,2,5,4,2,1,2,1,5,70,60,77.9503090036453,90,80,60,60,90,90,1
2,2,1,1939,1,1,1,4,3.71958244280014,720,1,100,0,0,0,1,0,0,0,0,0,159,104,4,3,3,1,1,4,4,4,4,1,4,1,5,5,1,5,5,5,5,1,5,5,5,4,4,4,2,2,2,4,2,3,2,1,2,1,2,2,2,40000,1,3,1,2,4,4,0,7,1956,1941.19829906567,1962.28394771818,3.27253366802625,1.21245002516078,1.09115384917075,16581.76811396,2.91056703342476,1939,1,1,2,1940.05369498981,1,1,2,2,2,3,3,50000,4,4,4,3,4,3,4,4,2,2,2,2,2,4,80,70,60,80,80,60,80,80,80,1
1,21,2,1960,1,1,1,3,4,12000,1,130,0,1,1,0,0,0,0,0,0,158,110,4,4,4,2,1,1,1,1,4,1,1,2,5,4,5,5,4,3,4,1,5,5,5,4,4,2,2,3,1,2,6,5,6,5,5,1,1,2,2,24000,2,4,1,2,1,0,0,3,1981,1958,1981,4,1,2,12000,1,1938,1,1,1,1940,1,1,5,1,1,4,3,15000,3,2,2.3508716683608,2.1575009984304,4,3,3,3,2,3,2.94932180836135,3.11373855333748,2,3,70,85,80,75,80,80,65,70,80,1
1,13,1,1996,1,1,1,6,4,21033.7429742117,2,65,0,0,0,0,1,0,0,0,0,175,120,5,5,5,2,1,2,3,1,4,5,1,4,4,2,1,5,4,3,4,1,5,5,3,1,2,5,3.05542437149317,3.05680410277486,1,4,5,3.52708582631685,8,3,6,1,1.3902442653319,2,2,16800,3,3,1,2,0,0,0.971565462905073,1,2010.21065262983,1987.03860476111,2010.91206408496,5.66881212936451,1.30293867310888,1.97985108785736,15885.1076310219,1.34401493538224,1968,3,1,1,1971,4,1,1,3,2,4,2.27671353584285,40000,4,4,5,4,5,5,3,5,3,4,3.77430011995109,4,3,3,90,90,70,70,60,80,80,90,90,1
2,13,2,1970,8,1,1,9,4,21000,4,210,0,0,1,0,0,0,0,0,0,155,100,2,4,4,1,1,4,3,1,5,3,1,1,5,3,1,5,3,3,2,5,5,5,2,3,3,4,2,3,3,4,5,4,6,2,1,1,1,2,2,30000,3,3,1,2,1,0,1,3,1996,1970,1996,4,4,1,8000,2,1945,3,1,2,1942,1,1,2,3,2,4,2,30000,4,4,4,3,4,4,3,4,3,3,3,4,2,4,80,70,60,70,70,70,70,70,70,1
1,29,2,1954,1,1,1,1,2.84789981107869,0,1,80,0,0,1,0,0,0,0,0,0,155,100,2,2,3,1,1,1,1,1,4,1,1,1,4,4,5,5,4,4,5,5,5,5,5,3,3,1,4,5,1,2,4,2,4,2,4,1,1,2,2,40000,2,3,1,2,1,1,0,3,1980,1951,1980,1,1,1,0,4,1928.66523890609,1.79989873157281,1,2.10910563214033,1931.32061995385,1.29269332179388,1,2.5497112857983,2,2,4,2.3316661069882,166609.946808086,4,2,3,3,4,4,2,3.39288349074502,3,2.98834263591423,2.87421238553869,3.11373855333748,2,4,60,60,50,10,50,50,50,60,70,1
1,13,1,1988,1,1,1,4,4,30000,1,10,0,0,0,0,0,0,0,0,1,170,110,4,4,4,1,2,3,3,3,3,3,1,1,3,3,3,4,4,4,1,4,5,1,2,2,2,2,6,6,4,3,6,4,8,7,1,1,2,2,2,30000,3,2,0,1,1,0,1,3,2013,1988,2013,4,2,1,15885.1076310219,5,1962,6,4,7.20681790319214,1963,6,1,15,2,3,4,3,450000,4,4,4,4,4,4,4,4,4,4,2.34766759062172,2,1,3,90,80,70,80,50,90,50,50,90,1
2,10,2,1989,1,1,1,4,2,0,1,300,0,0,0,0,0,1,0,0,0,173,110,4,4,5,1,1,1,1,1,4,1,1,2,5,4,4,4,4,4,5,5,5,5,5,4,3,2,5,6,1,4,6,5,7,4,5,1,2,2,2,80000,5,3,2,1,1,1,2,3,2009,1987,2009,12,2,1,70000,1,1960.34725221082,4,1,2,1962.61175863995,1,1,2,2,1,4,2,50000,5,5,5,5,5,5,4,4,4,4,3.86506583741274,4,4,4,90,70,80,90,70,80,80,80,80,1
2,18,2,1972,1,0,7,3,4,3000,1,100,0,0,1,0,0,0,0,0,0,160,130,5,5,5,1,1,1,1,1,5,2,1,1,5,4,5,5,4,4,3,3,5,5,4,4,4,2,1,1,1,4,5,4,7,3,2,1,1,2,2,40000,1,2,1,2,1,1,0,3,1994,1971,1994,3,1,1,30000,1,1946.75748883981,1,1,2,1949.89153240946,3,1,2,2,1,4,2,80000,4,4,4,4,5,3,3,4,2,4,4,4,2,5,75,80,80,85,75,85,80,70,80,1
2,18,1,1989,1,1,1,6,2,60000,1,250,0,1,0,0,0,0,0,0,0,172,160,4,5,5,1,1,2,2,2,1,4,1,4,3,3,4,5,3,3,4,3,4,5,1,4,3,2,6,6,6,4,5,3,6,4,1,1,1,2,2,1e+05,3,3,3,2,0,1,1,3,2012,1990,2012,4,1,1,0,1,1964,4,1,1,1964,1,1,8,2,2,4,2,80000,5,4,4,4,5,3,2,5,4,4,4,3,1,4,50,50,80,60,50,50,90,50,50,1
2,8,2,1975,4,0,7,3,2,0,1,95,0,0,1,0,0,0,0,0,0,158,130,1,3,3,1,1,1,1,1,5,1,1,1,5,3,5,5,5,5,5,5,5,5,5,1,2,1,4.31463115578205,5.09777740476772,1,2,2,1,3,5,6,1,2,2,2,10000,4,1,1,2,2,2,3,3,1990,1973,1990,1,1,1,10000,4,1947.3904070745,3,4,8,1950.10459341616,1,1,2,3,2,3,4,1e+05,4,4,4,2,5,3.94830918128982,4,4,2,2,4,2,1,5,90,75,0,50,0,50,50,0,0,1
2,28,2,1971,1,1,1,1,3.15707435254804,5000,1,120,0,1,0,0,0,0,0,0,0,150,105,3,3,3,1,1,1,1,1,5,1,1,1,5,5,5,5,2,3,5,5,4.93601002240917,3,5,4,3,1,1,1,1,4,4,3,5,3,4,1,2,2,2,15000,1,2,1,2,1,3,2,3,1991,1964,1991,1,1,1,10000,1,1939,1,1,2,1939,1,1,2,2,2,4,2,30000,5,5,5,5,5,4.36840647972401,4,4.03589214571459,3,3.33295933552442,2.94932180836135,3.1396217856925,2,4,90,90,90,90,90,90,90,90,90,1
2,29,1,1938,1,1,1,3,2,0,4,150,0,0,0,1,0,0,0,0,0,175,120,3,2,3,1,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,1,5,5,5,2,4,1,2,2,1,4,10,5,10,3,3,1,1,2,2,15000,4,3,1,1,4,1,0,3,1959,1943,1959,1,1,1,0,3,1919.66583256209,1,4,2,1918,1,1,2,2,1,4,2,3010219.47473543,3,3,3,3,3,3,3,3,3,3,3,3,1,4,80,80,80,80,80,80,80,80,80,1
1,22,2,1993,1,1,1,7,4,40000,1,80,0,0,0,0,1,0,0,0,0,160,100,2,3,3,4,1,1,1,1,4,5,1,1,5,2,5,4,4,4,3,4,5,4,1,2,5,1,7,6,1,1,5,1,7,3,5,1,1,2,2,14000,5,3,1,1,0,1,1,3,2012,1992,2012,6,1,2,10000,1,1968,4,1,1,1972,4,1,9,2,1,4,2,1e+05,4,2,2.29556459879962,2.04520591646319,4,3,3,3,2,2,2,2,1,2,80,80,70,70,50,80,60,60,60,1
1,1,1,1961,1,1,1,5,4,38400,1,43.3,0,1,1,1,0,0,0,0,0,174,180,2,4,5,2,1,2,2,4,4,4,2,1,5,4,4,5,4,4,4,1,4,5,1,3,3,3,5,5,2,4,4,3.44353741340376,4.74005279416084,2.77241642946073,1,1,1,2,2,72000,3,2,1,2,1,0,0,3,1992,1965,1992,5,1,2,33600,5,1930,4,4,1,1935,3,1,1,2,2,3,2,12000,2,2,2,2,3,3,2,3,2,2,2,2,2,3,60,60,60,60,60,60,60,60,60,1
2,22,2,1940,8,1,1,1,3.14614495275735,0,1,130,0,0,0,1,0,0,0,0,0,150,110,4,5,5,1,1,1,1,1,5,1,1,1,5,2,5,5,4,4,5,1,5,5,5,2,4,1,1,4,3,3,3,3,4,2,4,1,1,2,2,5000,5,2,1,2,1,1,0,3,1961.98887216227,1943,1962.28394771818,3,1,1,0,4,1917.23272022309,1,1,16,1921.51782185437,1,1,2,3,2,5,2.34677426034575,10000,4,4,4,4,4,3.82855922848647,2,4.03086749964463,4,3.24988807379274,2.95483898400416,3.1396217856925,3,5,100,100,90,90,90,90,90,90,90,1
1,27,2,1995,1,1,1,7,4,24000,2,45,0,0,0,0,0,0,0,0,1,162,100,3,3,5,2,3,2,2,2,5,5,4,1,2,2,3,4,3,3,4,4,3,5,1,3,4,1,7,1,3.25038312693498,4,5,3,6,3,1,1,2,2,2,60000,2,3,1,2,0,0,0.971565462905073,1,2010.21065262983,1987.03860476111,2010.91206408496,7.09717045462914,1.38430460202539,1.97985108785736,24301.1056911305,1.20096796723594,1970,4,1,9,1971,4,1,15,2,1,4,2,1e+05,2,3,3.19813958793431,2.90352351244094,4,4,3,3,3,2,2,2,1,2,50,50,20,20,20,20,50,50,50,1
2,10,2,1957,1,1,1,3,2,8000,1,100,0,1,0,0,0,0,0,0,0,165,130,4,4,4,1,1,2,2,3,4,2,2,1,5,3,2,3,2,2,3,2,3,3,2,4,3,2,2,2,1,2,5,6,6,7,3,2,2,1,2,9000,2,3,1,2,1,0,0,7,1980,1956.8942648282,1993.81069319722,3.62674877712781,1.04748607727222,1.09406739150784,15885.1076310219,3.39385385964189,1940,1,1,16,1953,1,1,15,2,3,2,2,20000,4,4,3,4,3,2,4,3,3,4,3.76307087019557,4,2,4,66,62,57,79,81,44,72,71,73,1
1,10,2,1956,1,1,1,1,3.07642137334792,0,1,100,0,0,1,0,0,0,0,0,0,156,135,2,5,5,1,1,1,1,1,2,1,1,5,5,4,5,5,4,5,5,1,5,5,5,2,2,1,1,7,1,3,3,3,5,3,4,1,1,2,2,310769.322161432,4,2.65455215120546,1,2,1,1,0,3,1978,1952,1978,3,1,1,123400.807162378,1,1930.26166336314,1,1,2,1932.81666692409,1,1,2,3,2,4,2,1000,3,3,3,3,4,3,3,3,3,3.03642418835835,2.94932180836135,3.11373855333748,1,4,60,50,70,70,50,60,70,70,70,1
1,4,2,1953,4,0,1,12,4,70000,4,61,0,1,0,0,0,0,0,0,0,156,120,3,5,5,2,1,5,4,2,5,2,4,1,5,4,1,4,2,4,1,1,4,5,3,1,4,4,3.94452891185541,5.03243282690375,2,4,5,4,6,2,5,1,1,2,2,110000,10,4,2,2,1,0,0,3,1980,1954,1980,6,1,2,50000,5,1932,3,1,1,1934,1,1,1,2,2,4,3,10000,5,5,4.93374026009818,4.4266776026217,5,2,2,2,2,2,2.44554393939937,4,1,5,60,60,90,100,60,60,60,100,90,1
1,21,1,1978,1,1,1,4,4,30000,1,60,0,1,0,0,0,0,0,0,0,168,150,5,5,3,1,1,1,1,1,2,4,1,4,5,4,5,5,4,4,5,4,5,5,1,3,3,2,7,6,1,1,5,3,6.2774327304052,1,1,1,2,2,2,30000,3,3,2,2,1,0,1,3,2009,1984,2009,4,1,1,15885.1076310219,1,1950,3,1,5,1950,1,1,2,2,2,3.94498542143488,2,166609.946808086,4,3.14157179416428,2,2,4,3.33847517651157,2,2.7921869560682,2.83070597090732,3.0298823251508,2.87421238553869,3.11373855333748,1,5,50,70,50,60,50,70,80,70,70,1
2,5,1,1950,1,1,1,3,4,10000,1,100,0,1,0,0,0,0,0,0,0,170,120,3,3,3,1,1,3,3,2,4,2,2,1,4,4,2,4,4,4,4,4,4,4,4,3,3,2,3,3,1,2,5,4,6,4,2,1,1,2,2,30000,2,3,1,2,1,1,0,3,1973.78303243639,1952,1974.8219592377,9,1,2,15000,2,1920.36240190985,2,1,2,1923.58845118488,1,1,2,2,2,3,2,40000,4,3,2,2,4,3,2,3,2,2,2,2,1,4,70,60,60,60,60,60,60,60,60,1
2,9,1,1955,1,1,1,3,3,20000,1,110,0,1,0,0,0,0,0,0,0,168,140,3,5,3,1,1,1,1,1,3,1,1,1,5,5,5,5,4,4,5,5,5,4,5,2,3,1,4,4,3,3.4793677286765,4,4,3,1,3,1,1,1,2,20000,2,2,2,2,1,1,0,3,1980,1957,1980,1,1,1,0,3,1930,12,2,2,1931,4,1,2,3,2,4,3,50000,3,3,3,3,5,3,3,3,2,2,2,3,3,5,100,70,80,60,70,80,80,80,70,1
2,5,1,1982,1,1,1,9,4,10000,1,190,0,0,0,0,1,0,0,0,0,156,144,3,5,5,1,1,1,1,1,5,5,1,1,5,5,3,5,3,5,5,5,5,5,1,4,4,3,1,4,1,5,7,4,5,4,1,2,1,2,2,30000,5,3,1,2,1,1,2,3,2003,1983,2003,4,1,1,0,6,1959,6,1,2,1958,6,1,2,2,2,4,2,70000,4,4,3,3,4,4,3,3,3,3,3,3,1,5,60,50,60,60,50,60,40,50,60,1
1,19,1,1948,1,1,1,6,2,30000,1,58,0,1,0,0,0,0,0,0,0,173,160,4,5,5,5,1,2,2,5,5,5,4,1,4,1,3,4,3,3,1,1,4,5,1,3,4,4,5,2,1,1,4,4,4,3,5,1,1,2,2,60000,2,2,1,2,0,1,0,3,1977,1957,1977,6,1,5,30000,5,1922,2,1,9,1932,1,1,15,3,2,3,2,1e+05,3,2,2.39131584603187,2.04520591646319,3,4,2,4,3,4,4,4,2,3,60,80,60,70,70,60,40,50,70,1
1,26,1,1948,1,0,2,6,4,50000,2,78,0,1,0,0,0,0,0,0,0,168,148,4,3,4,1,2,4,2,5,5,5,2,1,4,3,3,4,4,3,4,3,5,5,4,4,4,4,2,4,2,2,5,5,5,4,1,1,2,2,2,110000,2,3,1,2,1,0,0,3,1994,1970,1994,4,1,5,32000,5,1945,3,1,2,1946,3,1,2,2,1,4,2,5e+05,4,2,2,2,4,4,2,3,2,3,3,4,1,4,50,50,40,50,60,70,60,70,70,1
1,1,1,1940,1,1,1,12,4,70000,1,44,0,1,0,0,0,0,0,0,0,172,142,3,5,5,2,1,4,2,3,4,3,2,1,4,4,2,4,4,4,4,4,4,4,2,2,3,2,6,6,1,4,5,5,5,4,5,1,1,2,2,70000,1,3,1,2,0,1,0,7,1970,1943.15068366335,1973.65269531197,9.52918959891713,2.00020050125313,1.97985108785736,20849.0113164892,4.75270231397717,1915,4,1,1,1918,2,1,12,2,2,4,2,80000,4,3,3,3,4,4,3,4,2,3,3,3,2,3,60,50,30,40,30,60,60,60,60,1
1,1,1,1933,1,1,1,10,4,15000,4,30,0,1,0,0,0,0,0,0,0,175,160,3,4,4,2,1,5,4,3,5,1,3,1,5,2,1,4,4,2,5,1,5,4,5,3,3,3,2,2,1,4,4.7989329960739,4.48430553748379,5.42435262957604,3.49861544133511,5,1,1,2,2,15000,1,3,1,2,1,1,0,7,1956,1941.19829906567,1962.28394771818,7.98571067077211,2.17755263188113,1.97985108785736,15885.1076310219,4.44342775015715,1898,3,1,2,1901,2,1,2,2,2,3,2,1e+05,5,4.65913729223085,4.93374026009818,4.73617788494806,5,5,3,5,4.53683054945378,5,4.51797029248076,5,1,3,85,85,85,85,85,85,85,85,85,1
1,4,1,1947,1,1,1,9,4,60000,4,52,0,1,0,0,0,0,0,0,0,162,120,2,4,4,5,1,5,2,2,5,3,1,1,4,2,1,4,4,2,4,4,5,5,2,4,4,2,7,5,1,2,4,6,3,6,5,1,1,2,2,2e+05,3,3,1,2,0,1,0,3,1980,1949,1980,6,1,5,40000,5,1925,12,4,1,1925,3,1,4,3,2,4,3,90000,4,4,3,3,4,4,4,4,4,4,4,4,3,2,60,60,40,40,70,70,30,60,60,1
